"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"7930","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3234704","793730.2","Collected Revenue"
"7931","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","793730.2","Collected Unearned Revenue Roll"
"7932","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3234704","793730.2","Billed Revenue"
"7933","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","751001.65","Collected Revenue"
"7934","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","751001.65","Billed Revenue"
"7935","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","3514168","3514168","667172.95","Collected Revenue"
"7936","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","667172.95","Billed Revenue"
"7937","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","605387.77","Billed Revenue"
"7938","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","557672.38","Collected Revenue"
"7939","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","535168","Collected Unearned Revenue Roll"
"7940","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","504430.99","Collected Unearned Revenue Roll"
"7941","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2020","1617485","1618085","483529","Collected Revenue"
"7942","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1618085","483528","Billed Revenue"
"7943","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2021","667026","667026","462315.93","Collected Revenue"
"7944","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","667026","667026","462315.93","Billed Revenue"
"7945","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","667026","667026","462315.93","Unbilled Revenue"
"7946","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","0","4073778","460083.71","Unbilled Revenue"
"7947","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3234704","446457.31","Collected Revenue"
"7948","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","446457.31","Collected Unearned Revenue Roll"
"7949","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3579495","446457.31","Billed Revenue"
"7950","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","444811","Collected Revenue"
"7951","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","444811","Collected Unearned Revenue Roll"
"7952","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","444811","Billed Revenue"
"7953","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","424926.77","Collected Unearned Revenue Roll"
"7954","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","408437.34","Collected Unearned Revenue Roll"
"7955","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","387338.6","Collected Revenue"
"7956","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","0","3698480","387338.6","Billed Revenue"
"7957","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","378765.29","Unbilled Revenue"
"7958","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","372555.25","Collected Unearned Revenue Roll"
"7959","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","370658.14","Unbilled Revenue"
"7960","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","368947.57","Collected Unearned Revenue Roll"
"7961","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1618085","367401","Collected Revenue"
"7962","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1618085","367401","Billed Revenue"
"7963","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1618085","367401","Collected Unearned Revenue Roll"
"7964","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","335024.29","Accounts Left In Old Year"
"7965","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","322344","Collected Revenue"
"7966","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","322344","Billed Revenue"
"7967","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2019","1617485","1887067","322344","Collected Unearned Revenue Roll"
"7968","Department for the Aging","CHARGES FOR SERVICES","EDUCATION SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2019","2019","0","1049140","318690.95","Collected Revenue"
"7969","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10820867","317313.88","Collected Revenue"
"7970","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","317313.88","Collected Unearned Revenue Roll"
"7971","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","315334.43","Collected Unearned Revenue Roll"
"7972","Department for the Aging","Federal Grants and Contracts-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","583746","583746","288564.68","Collected Unearned Revenue Roll"
"7973","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","286399.59","Collected Revenue"
"7974","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","286399.59","Billed Revenue"
"7975","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","285063.31","Unbilled Revenue"
"7976","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","272862.83","Collected Unearned Revenue Roll"
"7977","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","270035.91","Collected Unearned Revenue Roll"
"7978","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","250813.52","Collected Revenue"
"7979","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","250813.52","Billed Revenue"
"7980","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","245786.29","Collected Unearned Revenue Roll"
"7981","Department for the Aging","State Grants and Contracts-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2019","2019","331028","331028","238866","Collected Revenue"
"7982","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","238866","Collected Unearned Revenue Roll"
"7983","Department for the Aging","State Grants and Contracts-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2019","2019","331028","331028","238866","Billed Revenue"
"7984","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","235553.42","Collected Revenue"
"7985","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","235553.42","Billed Revenue"
"7986","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","216557.48","Collected Revenue"
"7987","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","20551332","20551332","216557.48","Billed Revenue"
"7988","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2019","2019","0","416545","213555.15","Billed Revenue"
