"Adopted","Agency","Budget Fiscal Year","Closing Classification Name","Fiscal Year","Fund Class","Funding Class","Modified","Recognized","Revenue Category","Revenue Class","Revenue Source"\
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-65849925.28,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-66273624.02,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-66383531.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-66410474.38,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,0.00,-66590377.00,Federal Grants and Contracts-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-66590445.00,State Grants and Contracts-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-67193537.91,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-67238465.87,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-67787408.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
435476767.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,435476767.00,-68470844.00,State Grants-Categorical,EDUCATION,SCA BASED BUILDING AID
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-70067269.38,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
523737567.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,523737567.00,-70609415.00,State Grants-Categorical,EDUCATION,TRANSPORTATION AID
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-70804798.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
435476767.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,435476767.00,-70849172.00,State Grants-Categorical,EDUCATION,SCA BASED BUILDING AID
435476767.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,435476767.00,-70849172.00,State Grants-Categorical,EDUCATION,SCA BASED BUILDING AID
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-71595376.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-72627630.38,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-73098660.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-73720001.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-73764492.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-73795893.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
108000000.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,105964724.00,-73879098.00,Federal Grants-Categorical,EDUCATION,ESEA TITLE II IMPROVING TEACHER QUALITY
108000000.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,105964724.00,-73879098.00,Federal Grants-Categorical,EDUCATION,ESEA TITLE II IMPROVING TEACHER QUALITY
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-73908495.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-73955275.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
294473665.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,295821100.00,-73955275.00,State Grants-Categorical,EDUCATION,Universal Pre-Kindergarten
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-75013639.34,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
435476767.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,435476767.00,-75176579.00,State Grants-Categorical,EDUCATION,SCA BASED BUILDING AID
523737567.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,523737567.00,-76081494.17,State Grants-Categorical,EDUCATION,TRANSPORTATION AID
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-76408398.31,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-77379824.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,0.00,-77621426.67,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-79952680.00,State Grants and Contracts-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-80869718.06,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
97887577.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,133798889.00,-81382886.18,State Grants-Categorical,HEALTH,EARLY INTERVENTION SERVICES
97887577.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,STATE,133798889.00,-81382886.18,State Grants-Categorical,HEALTH,EARLY INTERVENTION SERVICES
0.00,Miscellaneous,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-81382886.18,MISCELLANEOUS,MISCELLANEOUS,HOLDING ACCT UNIDENTIFIED REVS
264795984.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,STATE,274712970.00,-83385125.59,State Grants-Categorical,SOCIAL SERVICES,STATE PREVENTIVE SERVICES
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-83598478.45,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-83811416.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-86956000.01,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-87172069.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-89139012.60,TAXES,GENERAL PROPERTY TAXES,SUSPENDED PROPERTY  TAX PAYMENTS Revenue
11996000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,11996000000.00,-89554759.27,TAXES,INCOME TAXES,PERSONAL INCOME TAX
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-90344308.17,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-90436797.07,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-91738664.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Homeless Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-92004406.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-92670311.48,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-92857650.31,TAXES,GENERAL PROPERTY TAXES,PY-RE TAX COLL OVR-(UNDR) ACRL
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-93737884.02,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-94989955.19,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
11996000000.00,Mayoralty,2016,Billed Revenue,2017,General Fund,CITY FUNDS,12187000000.00,-96259798.00,TAXES,INCOME TAXES,PERSONAL INCOME TAX
-1402000000.00,Mayoralty,2016,Billed Revenue,2016,General Fund,CITY FUNDS,-1340000000.00,-96600131.00,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
-1402000000.00,Mayoralty,2016,Collected Revenue,2017,General Fund,CITY FUNDS,-1340000000.00,-96600131.00,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,0.00,-97268739.67,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-97932845.54,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-98230519.95,TAXES,GENERAL PROPERTY TAXES,UTIL SPEC FRAN R.E
524734901.00,Department of Education,2016,Billed Revenue,2017,General Fund,STATE,502242201.00,-99000000.00,State Grants-Categorical,EDUCATION,PRESCHOOL SPECIAL EDUCATION
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99000000.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99000000.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99000000.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
679101123.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,667931864.00,-99042056.00,Federal Grants-Categorical,EDUCATION,ECIA TITLE I
679101123.00,Department of Education,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,667931864.00,-99042056.00,Federal Grants-Categorical,EDUCATION,ECIA TITLE I
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-99436243.99,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-99999999.99,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-99999999.99,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-99999999.99,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
